gene_id	control_1	control_2	treatment_1	treatment_2
Glyma.20G027100.Wm82.a4.v1	122	140	57	63
Glyma.20G027200.Wm82.a4.v1	300	336	92	144
Glyma.20G027300.Wm82.a4.v1	0	0	0	0
Glyma.20G027350.Wm82.a4.v1	0	0	0	0
Glyma.20G027400.Wm82.a4.v1	405	460	222	481
Glyma.20G027500.Wm82.a4.v1	172	185	64	171
Glyma.20G027600.Wm82.a4.v1	3	4	0	8
Glyma.20G027700.Wm82.a4.v1	0	5	3	7
Glyma.20G027900.Wm82.a4.v1	0	0	1	7
Glyma.20G028000.Wm82.a4.v1	116	91	87	188
Glyma.20G028100.Wm82.a4.v1	157	168	84	206
Glyma.20G028200.Wm82.a4.v1	11	9	0	1
Glyma.20G028300.Wm82.a4.v1	0	0	3	8
Glyma.20G028350.Wm82.a4.v1	0	19	0	2
Glyma.20G028400.Wm82.a4.v1	0	0	0	0
Glyma.20G028700.Wm82.a4.v1	0	0	0	0
Glyma.20G028800.Wm82.a4.v1	0	0	0	0
Glyma.20G028900.Wm82.a4.v1	0	0	0	0
Glyma.20G029000.Wm82.a4.v1	0	0	0	0
Glyma.20G029100.Wm82.a4.v1	0	0	0	0
Glyma.20G029200.Wm82.a4.v1	0	0	0	0
Glyma.20G029300.Wm82.a4.v1	0	0	0	0
Glyma.20G029400.Wm82.a4.v1	0	0	0	0
Glyma.20G029500.Wm82.a4.v1	0	0	0	0
Glyma.20G029700.Wm82.a4.v1	0	0	0	0
Glyma.20G030000.Wm82.a4.v1	0	0	0	0
Glyma.20G030100.Wm82.a4.v1	127	150	56	104
Glyma.20G030200.Wm82.a4.v1	0	0	0	0
Glyma.20G030300.Wm82.a4.v1	191	183	76	224
Glyma.20G030400.Wm82.a4.v1	0	0	0	0
Glyma.20G030600.Wm82.a4.v1	11	82	38	55
Glyma.20G030650.Wm82.a4.v1	0	0	0	0
Glyma.20G030700.Wm82.a4.v1	8	4	72	75
Glyma.20G030800.Wm82.a4.v1	176	64	93	163
Glyma.20G030900.Wm82.a4.v1	3	0	11	6
Glyma.20G031000.Wm82.a4.v1	0	0	0	0
Glyma.20G031100.Wm82.a4.v1	240	143	68	199
Glyma.20G031200.Wm82.a4.v1	0	0	0	0
Glyma.20G031300.Wm82.a4.v1	700	562	355	751
Glyma.20G031400.Wm82.a4.v1	730	609	273	546
Glyma.20G031501.Wm82.a4.v1	0	5	4	6
Glyma.20G031600.Wm82.a4.v1	41	28	10	27
Glyma.20G031700.Wm82.a4.v1	31	131	29	125
Glyma.20G031800.Wm82.a4.v1	0	0	0	0
Glyma.20G031966.Wm82.a4.v1	0	0	0	0
Glyma.20G032032.Wm82.a4.v1	0	0	0	0
Glyma.20G032300.Wm82.a4.v1	0	0	0	0
Glyma.20G032400.Wm82.a4.v1	35	123	444	453
Glyma.20G032500.Wm82.a4.v1	20	0	81	72
Glyma.20G032600.Wm82.a4.v1	0	0	0	0
Glyma.20G032800.Wm82.a4.v1	224	412	138	245
Glyma.20G032900.Wm82.a4.v1	0	0	0	0
Glyma.20G033000.Wm82.a4.v1	11	16	2	22
Glyma.20G033300.Wm82.a4.v1	51	11	10	13
Glyma.20G033500.Wm82.a4.v1	0	0	0	0
Glyma.20G033700.Wm82.a4.v1	0	0	0	0
Glyma.20G033800.Wm82.a4.v1	0	0	0	0
Glyma.20G033900.Wm82.a4.v1	1547	1427	503	1342
Glyma.20G034000.Wm82.a4.v1	0	0	0	0
Glyma.20G034100.Wm82.a4.v1	0	0	0	0
Glyma.20G034200.Wm82.a4.v1	36	28	207	161
Glyma.20G034600.Wm82.a4.v1	0	0	0	4
Glyma.20G034801.Wm82.a4.v1	0	0	0	0
Glyma.20G035200.Wm82.a4.v1	152	114	26	79
Glyma.20G035300.Wm82.a4.v1	433	449	58	152
Glyma.20G035400.Wm82.a4.v1	0	0	17	18
Glyma.20G035700.Wm82.a4.v1	0	0	0	0
Glyma.20G035800.Wm82.a4.v1	0	0	0	0
Glyma.20G036100.Wm82.a4.v1	949	511	113	282
Glyma.20G036200.Wm82.a4.v1	0	0	0	0
Glyma.20G036300.Wm82.a4.v1	0	0	0	0
Glyma.20G036350.Wm82.a4.v1	0	0	0	0
Glyma.20G036400.Wm82.a4.v1	379	693	587	859
Glyma.20G036502.Wm82.a4.v1	94	83	12	27
Glyma.20G036600.Wm82.a4.v1	9	25	19	49
Glyma.20G036850.Wm82.a4.v1	0	0	0	0
Glyma.20G037000.Wm82.a4.v1	0	0	0	0
Glyma.20G037100.Wm82.a4.v1	172	216	130	331
Glyma.20G037150.Wm82.a4.v1	0	0	0	0
Glyma.20G037200.Wm82.a4.v1	0	0	0	0
Glyma.20G037300.Wm82.a4.v1	0	0	0	0
Glyma.20G037351.Wm82.a4.v1	4	2	0	1
Glyma.20G037400.Wm82.a4.v1	299	324	202	349
Glyma.20G037500.Wm82.a4.v1	0	0	0	0
Glyma.20G037600.Wm82.a4.v1	67	39	20	58
Glyma.20G037900.Wm82.a4.v1	9	0	5	4
Glyma.20G038302.Wm82.a4.v1	35	47	8	16
Glyma.20G038402.Wm82.a4.v1	11	11	8	8
Glyma.20G038500.Wm82.a4.v1	17	0	7	18
Glyma.20G039100.Wm82.a4.v1	0	0	0	0
Glyma.20G039500.Wm82.a4.v1	0	0	0	0
Glyma.20G039550.Wm82.a4.v1	0	0	0	0
Glyma.20G039600.Wm82.a4.v1	0	20	0	2
Glyma.20G040200.Wm82.a4.v1	0	0	0	0
Glyma.20G040300.Wm82.a4.v1	0	0	11	1
Glyma.20G040400.Wm82.a4.v1	0	6	4	14
Glyma.20G040500.Wm82.a4.v1	85	177	146	280
Glyma.20G040600.Wm82.a4.v1	284	282	87	297
Glyma.20G040700.Wm82.a4.v1	1158	1431	690	1409
Glyma.20G040900.Wm82.a4.v1	217	266	116	247
Glyma.20G041000.Wm82.a4.v1	39	24	2	21
Glyma.20G041100.Wm82.a4.v1	0	0	0	0
Glyma.20G041200.Wm82.a4.v1	149	134	95	178
Glyma.20G041300.Wm82.a4.v1	0	0	0	0
Glyma.20G041333.Wm82.a4.v1	0	0	0	0
Glyma.20G041366.Wm82.a4.v1	0	0	0	0
Glyma.20G041450.Wm82.a4.v1	0	0	0	0
Glyma.20G041500.Wm82.a4.v1	0	1	0	0
Glyma.20G041600.Wm82.a4.v1	0	0	0	0
Glyma.20G041700.Wm82.a4.v1	0	0	0	0
Glyma.20G041900.Wm82.a4.v1	0	0	0	0
Glyma.20G042000.Wm82.a4.v1	0	9	0	0
Glyma.20G042200.Wm82.a4.v1	348	362	196	350
Glyma.20G042400.Wm82.a4.v1	0	0	5	1
Glyma.20G042600.Wm82.a4.v1	0	0	0	1
Glyma.20G042700.Wm82.a4.v1	8	8	0	9
Glyma.20G042900.Wm82.a4.v1	0	10	0	1
Glyma.20G043000.Wm82.a4.v1	163	71	111	255
Glyma.20G043100.Wm82.a4.v1	0	0	0	0
Glyma.20G043400.Wm82.a4.v1	0	0	0	0
Glyma.20G043800.Wm82.a4.v1	7	15	0	26
Glyma.20G044001.Wm82.a4.v1	0	0	0	0
Glyma.20G044100.Wm82.a4.v1	0	0	0	0
Glyma.20G044200.Wm82.a4.v1	375	450	122	307
Glyma.20G044400.Wm82.a4.v1	0	0	0	0
Glyma.20G044500.Wm82.a4.v1	19	0	1	5
Glyma.20G044700.Wm82.a4.v1	0	0	7	2
Glyma.20G044800.Wm82.a4.v1	1005	732	229	607
Glyma.20G045100.Wm82.a4.v1	286	160	51	162
Glyma.20G045200.Wm82.a4.v1	5	6	0	4
Glyma.20G045300.Wm82.a4.v1	0	0	0	0
Glyma.20G045400.Wm82.a4.v1	0	0	0	0
Glyma.20G045500.Wm82.a4.v1	2189	1781	628	942
Glyma.20G045600.Wm82.a4.v1	0	16	6	3
Glyma.20G045800.Wm82.a4.v1	8	18	0	0
Glyma.20G046100.Wm82.a4.v1	104	82	16	52
Glyma.20G046200.Wm82.a4.v1	121	170	82	165
Glyma.20G046300.Wm82.a4.v1	0	0	0	0
Glyma.20G046401.Wm82.a4.v1	4	24	1	8
Glyma.20G046501.Wm82.a4.v1	0	0	5	0
Glyma.20G046650.Wm82.a4.v1	0	0	0	0
Glyma.20G046700.Wm82.a4.v1	208	176	92	190
Glyma.20G046800.Wm82.a4.v1	143	203	419	855
Glyma.20G046900.Wm82.a4.v1	14	7	30	56
Glyma.20G047000.Wm82.a4.v1	13	14	4	10
Glyma.20G047050.Wm82.a4.v1	0	0	0	0
Glyma.20G047300.Wm82.a4.v1	0	1	0	1
Glyma.20G047351.Wm82.a4.v1	0	8	8	10
Glyma.20G047400.Wm82.a4.v1	112	211	83	79
Glyma.20G047500.Wm82.a4.v1	0	8	2	0
Glyma.20G047600.Wm82.a4.v1	64	96	31	89
Glyma.20G047700.Wm82.a4.v1	0	27	0	0
Glyma.20G047800.Wm82.a4.v1	191	218	40	134
Glyma.20G048000.Wm82.a4.v1	161	174	55	150
Glyma.20G048300.Wm82.a4.v1	69	132	247	367
Glyma.20G048400.Wm82.a4.v1	210	219	68	179
Glyma.20G048700.Wm82.a4.v1	0	0	0	5
Glyma.20G048800.Wm82.a4.v1	180	102	141	283
Glyma.20G048900.Wm82.a4.v1	3843	3169	1219	2770
Glyma.20G049000.Wm82.a4.v1	0	0	0	0
Glyma.20G049200.Wm82.a4.v1	93	22	45	101
Glyma.20G049300.Wm82.a4.v1	201	263	116	205
Glyma.20G049400.Wm82.a4.v1	32	82	38	79
Glyma.20G049500.Wm82.a4.v1	0	0	0	0
Glyma.20G049800.Wm82.a4.v1	72	75	28	111
Glyma.20G049901.Wm82.a4.v1	0	0	1	0
Glyma.20G050100.Wm82.a4.v1	14	14	6	9
Glyma.20G050150.Wm82.a4.v1	0	0	0	0
Glyma.20G050200.Wm82.a4.v1	268	241	131	326
Glyma.20G050300.Wm82.a4.v1	164	182	37	151
Glyma.20G050500.Wm82.a4.v1	0	14	19	23
Glyma.20G050550.Wm82.a4.v1	0	0	0	0
Glyma.20G050601.Wm82.a4.v1	0	0	0	0
Glyma.20G050651.Wm82.a4.v1	0	0	0	0
Glyma.20G050700.Wm82.a4.v1	90	161	64	137
Glyma.20G050800.Wm82.a4.v1	107	85	37	130
Glyma.20G050900.Wm82.a4.v1	75	41	24	52
Glyma.20G051000.Wm82.a4.v1	0	0	2	1
Glyma.20G051100.Wm82.a4.v1	112	179	105	223
Glyma.20G051200.Wm82.a4.v1	306	535	199	312
Glyma.20G051300.Wm82.a4.v1	0	0	0	0
Glyma.20G051500.Wm82.a4.v1	1701	1794	1066	2434
Glyma.20G051602.Wm82.a4.v1	12	35	3	5
Glyma.20G051700.Wm82.a4.v1	47	103	926	1301
Glyma.20G051850.Wm82.a4.v1	0	0	0	0
Glyma.20G051900.Wm82.a4.v1	3141	2914	859	2063
Glyma.20G052000.Wm82.a4.v1	241	308	142	147
Glyma.20G052100.Wm82.a4.v1	0	0	0	0
Glyma.20G052300.Wm82.a4.v1	27	21	6	16
Glyma.20G052400.Wm82.a4.v1	7	108	5	16
Glyma.20G052500.Wm82.a4.v1	883	1153	385	818
Glyma.20G052600.Wm82.a4.v1	0	0	0	1
Glyma.20G052800.Wm82.a4.v1	412	256	177	257
Glyma.20G052900.Wm82.a4.v1	494	744	428	442
Glyma.20G053000.Wm82.a4.v1	208	153	164	197
Glyma.20G053050.Wm82.a4.v1	0	0	0	0
Glyma.20G053100.Wm82.a4.v1	0	0	0	0
Glyma.20G053200.Wm82.a4.v1	331	352	127	158
Glyma.20G053400.Wm82.a4.v1	5	33	5	37
Glyma.20G053450.Wm82.a4.v1	0	0	0	5
Glyma.20G053500.Wm82.a4.v1	150	168	84	202
Glyma.20G053700.Wm82.a4.v1	0	0	0	0
Glyma.20G053750.Wm82.a4.v1	0	0	0	0
Glyma.20G053800.Wm82.a4.v1	0	0	0	0
Glyma.20G054000.Wm82.a4.v1	137	144	53	195
Glyma.20G054100.Wm82.a4.v1	0	4	0	0
Glyma.20G054300.Wm82.a4.v1	103	93	38	127
Glyma.20G054400.Wm82.a4.v1	415	575	205	340
Glyma.20G054500.Wm82.a4.v1	242	302	520	897
Glyma.20G054600.Wm82.a4.v1	898	931	629	1403
Glyma.20G054800.Wm82.a4.v1	4	24	30	105
Glyma.20G054900.Wm82.a4.v1	90	114	46	58
Glyma.20G055000.Wm82.a4.v1	0	0	0	0
Glyma.20G055100.Wm82.a4.v1	4	0	4	8
Glyma.20G055200.Wm82.a4.v1	472	861	322	574
Glyma.20G055300.Wm82.a4.v1	0	0	0	1
Glyma.20G055350.Wm82.a4.v1	0	0	0	0
Glyma.20G055400.Wm82.a4.v1	0	0	0	6
Glyma.20G055700.Wm82.a4.v1	224	475	151	346
Glyma.20G055800.Wm82.a4.v1	228	219	91	198
Glyma.20G055834.Wm82.a4.v1	0	0	0	1
Glyma.20G055867.Wm82.a4.v1	0	0	17	9
Glyma.20G055900.Wm82.a4.v1	2244	2215	1009	1890
Glyma.20G056000.Wm82.a4.v1	190	183	65	68
Glyma.20G056100.Wm82.a4.v1	0	0	7	4
Glyma.20G056200.Wm82.a4.v1	0	0	0	0
Glyma.20G056400.Wm82.a4.v1	293	326	111	252
Glyma.20G056500.Wm82.a4.v1	105	141	104	137
Glyma.20G056600.Wm82.a4.v1	19	24	7	15
Glyma.20G056700.Wm82.a4.v1	0	0	0	0
Glyma.20G056800.Wm82.a4.v1	10	47	16	43
Glyma.20G056900.Wm82.a4.v1	41	50	4	30
Glyma.20G057000.Wm82.a4.v1	0	0	0	0
Glyma.20G057100.Wm82.a4.v1	138	38	101	103
Glyma.20G057500.Wm82.a4.v1	13642	10520	2022	10275
Glyma.20G057600.Wm82.a4.v1	1136	1326	442	789
Glyma.20G057700.Wm82.a4.v1	60	79	15	24
Glyma.20G057800.Wm82.a4.v1	42	17	0	16
Glyma.20G058000.Wm82.a4.v1	989	706	139	393
Glyma.20G058100.Wm82.a4.v1	303	215	32	87
Glyma.20G058200.Wm82.a4.v1	0	0	2	3
Glyma.20G058400.Wm82.a4.v1	174	136	83	132
Glyma.20G058500.Wm82.a4.v1	678	746	729	1496
Glyma.20G058501.Wm82.a4.v1	0	0	0	0
Glyma.20G058900.Wm82.a4.v1	0	3	0	0
Glyma.20G058901.Wm82.a4.v1	2337	2776	894	1147
Glyma.20G059000.Wm82.a4.v1	0	0	0	0
Glyma.20G059100.Wm82.a4.v1	416	399	239	583
Glyma.20G059200.Wm82.a4.v1	107	122	8	17
Glyma.20G059600.Wm82.a4.v1	0	0	0	0
Glyma.20G059700.Wm82.a4.v1	0	0	0	0
Glyma.20G059801.Wm82.a4.v1	232	425	112	240
Glyma.20G059900.Wm82.a4.v1	0	0	0	0
Glyma.20G060000.Wm82.a4.v1	40	29	15	37
Glyma.20G060050.Wm82.a4.v1	0	0	0	0
Glyma.20G060100.Wm82.a4.v1	594	548	276	675
Glyma.20G060250.Wm82.a4.v1	0	0	0	0
Glyma.20G060300.Wm82.a4.v1	114	149	406	612
Glyma.20G060400.Wm82.a4.v1	82	126	47	125
Glyma.20G060500.Wm82.a4.v1	120	64	17	65
Glyma.20G060800.Wm82.a4.v1	0	0	0	0
Glyma.20G060900.Wm82.a4.v1	88	149	69	81
Glyma.20G061000.Wm82.a4.v1	84	66	24	58
Glyma.20G061100.Wm82.a4.v1	2	97	102	266
Glyma.20G061200.Wm82.a4.v1	0	0	0	1
Glyma.20G061300.Wm82.a4.v1	57	59	125	126
Glyma.20G061500.Wm82.a4.v1	104	108	35	67
Glyma.20G061600.Wm82.a4.v1	13	6	1	8
Glyma.20G061650.Wm82.a4.v1	5	43	4	7
Glyma.20G061700.Wm82.a4.v1	85	91	37	70
Glyma.20G061900.Wm82.a4.v1	0	8	17	9
Glyma.20G062000.Wm82.a4.v1	10	30	131	163
Glyma.20G062050.Wm82.a4.v1	0	0	0	0
Glyma.20G062100.Wm82.a4.v1	57	48	8	25
Glyma.20G062300.Wm82.a4.v1	36	10	4	27
Glyma.20G062350.Wm82.a4.v1	0	0	0	0
Glyma.20G062400.Wm82.a4.v1	137	56	42	93
Glyma.20G062700.Wm82.a4.v1	1055	1379	327	1917
Glyma.20G062800.Wm82.a4.v1	36	3	6	11
Glyma.20G062900.Wm82.a4.v1	144	233	95	122
Glyma.20G063000.Wm82.a4.v1	151	144	21	51
Glyma.20G063100.Wm82.a4.v1	24	30	36	39
Glyma.20G063200.Wm82.a4.v1	1302	1233	414	869
Glyma.20G063400.Wm82.a4.v1	0	0	0	0
Glyma.20G063501.Wm82.a4.v1	0	0	0	0
Glyma.20G063700.Wm82.a4.v1	0	0	0	0
Glyma.20G064100.Wm82.a4.v1	2	12	0	6
Glyma.20G064200.Wm82.a4.v1	0	0	0	0
Glyma.20G064301.Wm82.a4.v1	15	0	6	21
Glyma.20G064400.Wm82.a4.v1	110	148	55	110
Glyma.20G064500.Wm82.a4.v1	40	123	208	268
Glyma.20G064551.Wm82.a4.v1	0	0	0	0
Glyma.20G064600.Wm82.a4.v1	185	225	92	172
Glyma.20G064700.Wm82.a4.v1	393	655	498	864
Glyma.20G064800.Wm82.a4.v1	0	0	0	0
Glyma.20G065000.Wm82.a4.v1	0	0	0	0
Glyma.20G065100.Wm82.a4.v1	0	0	0	0
Glyma.20G065200.Wm82.a4.v1	522	421	153	317
Glyma.20G065300.Wm82.a4.v1	19	5	1	6
Glyma.20G065500.Wm82.a4.v1	0	0	0	0
Glyma.20G065600.Wm82.a4.v1	360	343	169	424
Glyma.20G065700.Wm82.a4.v1	0	0	0	0
Glyma.20G065900.Wm82.a4.v1	303	364	132	285
Glyma.20G066000.Wm82.a4.v1	0	0	0	0
Glyma.20G066100.Wm82.a4.v1	607	618	1033	2001
Glyma.20G066200.Wm82.a4.v1	0	0	0	0
Glyma.20G066300.Wm82.a4.v1	78	43	26	64
Glyma.20G066400.Wm82.a4.v1	0	0	0	0
Glyma.20G066500.Wm82.a4.v1	0	0	0	0
Glyma.20G066600.Wm82.a4.v1	814	963	464	814
Glyma.20G066700.Wm82.a4.v1	282	254	74	208
Glyma.20G066725.Wm82.a4.v1	0	0	7	0
Glyma.20G066751.Wm82.a4.v1	0	0	1	0
Glyma.20G066776.Wm82.a4.v1	0	0	4	0
Glyma.20G066800.Wm82.a4.v1	134	101	42	148
Glyma.20G066900.Wm82.a4.v1	322	311	118	289
Glyma.20G067300.Wm82.a4.v1	373	539	75	348
Glyma.20G067400.Wm82.a4.v1	149	187	13	86
Glyma.20G067500.Wm82.a4.v1	0	0	0	0
Glyma.20G067600.Wm82.a4.v1	191	277	150	201
Glyma.20G067700.Wm82.a4.v1	0	0	0	0
Glyma.20G067800.Wm82.a4.v1	12	0	0	0
Glyma.20G068000.Wm82.a4.v1	89	49	229	328
Glyma.20G068100.Wm82.a4.v1	0	0	2	4
Glyma.20G068200.Wm82.a4.v1	0	0	0	0
Glyma.20G068300.Wm82.a4.v1	0	10	8	28
Glyma.20G068500.Wm82.a4.v1	961	1133	757	1207
Glyma.20G068600.Wm82.a4.v1	0	0	0	0
Glyma.20G068800.Wm82.a4.v1	0	0	0	1
Glyma.20G068950.Wm82.a4.v1	0	0	1	2
Glyma.20G069000.Wm82.a4.v1	36	118	20	24
Glyma.20G069100.Wm82.a4.v1	0	0	6	0
Glyma.20G069250.Wm82.a4.v1	11	0	0	0
Glyma.20G069300.Wm82.a4.v1	11	29	1	0
Glyma.20G069700.Wm82.a4.v1	147	123	54	127
Glyma.20G069750.Wm82.a4.v1	23	8	2	6
Glyma.20G069800.Wm82.a4.v1	157	90	82	130
Glyma.20G070000.Wm82.a4.v1	410	391	347	729
Glyma.20G070100.Wm82.a4.v1	13	2	28	32
Glyma.20G070200.Wm82.a4.v1	224	255	118	163
Glyma.20G070300.Wm82.a4.v1	0	0	0	0
Glyma.20G070400.Wm82.a4.v1	0	0	0	0
Glyma.20G070500.Wm82.a4.v1	358	409	253	359
Glyma.20G070600.Wm82.a4.v1	316	408	289	561
Glyma.20G070700.Wm82.a4.v1	377	356	225	482
Glyma.20G070800.Wm82.a4.v1	528	732	342	626
Glyma.20G071100.Wm82.a4.v1	0	0	0	0
Glyma.20G071200.Wm82.a4.v1	294	360	203	347
Glyma.20G071600.Wm82.a4.v1	256	299	44	148
Glyma.20G071633.Wm82.a4.v1	0	0	0	0
Glyma.20G071666.Wm82.a4.v1	0	1	0	1
Glyma.20G072166.Wm82.a4.v1	0	0	0	0
Glyma.20G072232.Wm82.a4.v1	8	5	0	8
Glyma.20G072300.Wm82.a4.v1	0	0	0	0
Glyma.20G072400.Wm82.a4.v1	1442	1182	441	867
Glyma.20G072500.Wm82.a4.v1	0	0	0	1
Glyma.20G072700.Wm82.a4.v1	110	141	110	296
Glyma.20G072800.Wm82.a4.v1	0	0	0	0
Glyma.20G072900.Wm82.a4.v1	184	187	148	183
Glyma.20G073000.Wm82.a4.v1	25	32	5	53
Glyma.20G073200.Wm82.a4.v1	0	0	0	0
Glyma.20G073400.Wm82.a4.v1	43	48	28	22
Glyma.20G073500.Wm82.a4.v1	14	16	10	15
Glyma.20G073900.Wm82.a4.v1	481	427	203	601
Glyma.20G074000.Wm82.a4.v1	20	53	20	42
Glyma.20G074100.Wm82.a4.v1	5	0	2	6
Glyma.20G074200.Wm82.a4.v1	100	161	30	99
Glyma.20G074333.Wm82.a4.v1	0	0	0	0
Glyma.20G074366.Wm82.a4.v1	0	0	0	1
Glyma.20G074400.Wm82.a4.v1	0	0	0	0
Glyma.20G074500.Wm82.a4.v1	722	488	338	721
Glyma.20G074600.Wm82.a4.v1	0	0	0	0
Glyma.20G074700.Wm82.a4.v1	48	27	3	19
Glyma.20G074800.Wm82.a4.v1	4	0	2	2
Glyma.20G075000.Wm82.a4.v1	64	69	43	106
Glyma.20G075100.Wm82.a4.v1	254	144	77	218
Glyma.20G075200.Wm82.a4.v1	0	0	0	0
Glyma.20G075300.Wm82.a4.v1	0	0	0	0
Glyma.20G075600.Wm82.a4.v1	0	0	0	0
Glyma.20G075951.Wm82.a4.v1	200	213	130	261
Glyma.20G076200.Wm82.a4.v1	24	33	13	9
Glyma.20G076300.Wm82.a4.v1	140	120	79	160
Glyma.20G076400.Wm82.a4.v1	296	317	127	282
Glyma.20G076500.Wm82.a4.v1	260	128	111	310
Glyma.20G076600.Wm82.a4.v1	17	43	21	37
Glyma.20G076700.Wm82.a4.v1	41	160	66	122
Glyma.20G077000.Wm82.a4.v1	1447	1157	785	1725
Glyma.20G077200.Wm82.a4.v1	1017	702	280	623
Glyma.20G077250.Wm82.a4.v1	0	0	0	0
Glyma.20G077300.Wm82.a4.v1	1913	2185	245	866
Glyma.20G077400.Wm82.a4.v1	261	316	79	181
Glyma.20G077501.Wm82.a4.v1	0	0	0	0
Glyma.20G077600.Wm82.a4.v1	0	0	0	0
Glyma.20G077700.Wm82.a4.v1	0	0	0	0
Glyma.20G077800.Wm82.a4.v1	0	0	0	0
Glyma.20G077900.Wm82.a4.v1	23	24	4	10
Glyma.20G078000.Wm82.a4.v1	0	0	0	0
Glyma.20G078100.Wm82.a4.v1	146	147	111	316
Glyma.20G078200.Wm82.a4.v1	0	0	5	4
Glyma.20G078300.Wm82.a4.v1	176	256	157	264
Glyma.20G078400.Wm82.a4.v1	0	0	0	0
Glyma.20G078700.Wm82.a4.v1	0	0	0	0
Glyma.20G078800.Wm82.a4.v1	0	0	4	5
Glyma.20G078900.Wm82.a4.v1	24	13	3	29
Glyma.20G079100.Wm82.a4.v1	193	197	60	161
Glyma.20G079300.Wm82.a4.v1	548	522	161	429
Glyma.20G079400.Wm82.a4.v1	1695	1303	544	996
Glyma.20G079450.Wm82.a4.v1	4	0	0	0
Glyma.20G079500.Wm82.a4.v1	6	6	0	0
Glyma.20G079600.Wm82.a4.v1	612	907	300	629
Glyma.20G079700.Wm82.a4.v1	0	0	0	0
Glyma.20G079800.Wm82.a4.v1	0	0	0	0
Glyma.20G079901.Wm82.a4.v1	0	0	0	0
Glyma.20G080000.Wm82.a4.v1	0	0	0	5
Glyma.20G080200.Wm82.a4.v1	140	139	101	208
Glyma.20G080400.Wm82.a4.v1	725	623	243	362
Glyma.20G080500.Wm82.a4.v1	18	10	3	1
Glyma.20G080700.Wm82.a4.v1	14	18	0	17
Glyma.20G080800.Wm82.a4.v1	14	11	9	18
Glyma.20G080900.Wm82.a4.v1	621	1049	396	481
Glyma.20G081000.Wm82.a4.v1	101	59	33	84
Glyma.20G081400.Wm82.a4.v1	0	0	0	0
Glyma.20G081500.Wm82.a4.v1	154	117	75	141
Glyma.20G081600.Wm82.a4.v1	882	696	271	504
Glyma.20G081700.Wm82.a4.v1	17	0	0	1
Glyma.20G081800.Wm82.a4.v1	371	469	151	304
Glyma.20G081900.Wm82.a4.v1	0	0	0	0
Glyma.20G082000.Wm82.a4.v1	245	171	46	169
Glyma.20G082100.Wm82.a4.v1	0	2	0	1
Glyma.20G082300.Wm82.a4.v1	0	0	0	0
Glyma.20G082450.Wm82.a4.v1	345	646	551	945
Glyma.20G082500.Wm82.a4.v1	0	0	0	0
Glyma.20G082600.Wm82.a4.v1	0	0	0	0
Glyma.20G082700.Wm82.a4.v1	0	0	0	0
Glyma.20G082750.Wm82.a4.v1	0	0	0	0
Glyma.20G082800.Wm82.a4.v1	1339	1047	280	658
Glyma.20G082901.Wm82.a4.v1	0	0	0	0
Glyma.20G083000.Wm82.a4.v1	239	143	55	173
Glyma.20G083051.Wm82.a4.v1	5	0	9	9
Glyma.20G083200.Wm82.a4.v1	0	0	0	0
Glyma.20G083300.Wm82.a4.v1	3060	3028	1622	2605
Glyma.20G083500.Wm82.a4.v1	462	567	259	700
Glyma.20G083600.Wm82.a4.v1	602	345	158	409
Glyma.20G083700.Wm82.a4.v1	63	17	11	39
Glyma.20G083800.Wm82.a4.v1	783	730	240	348
Glyma.20G083900.Wm82.a4.v1	5	17	0	0
Glyma.20G084000.Wm82.a4.v1	670	479	229	380
Glyma.20G084051.Wm82.a4.v1	15	26	15	28
Glyma.20G084100.Wm82.a4.v1	149	162	108	196
Glyma.20G084500.Wm82.a4.v1	778	764	314	574
Glyma.20G085100.Wm82.a4.v1	0	0	0	0
Glyma.20G085250.Wm82.a4.v1	0	0	0	0
Glyma.20G085300.Wm82.a4.v1	18	0	0	2
Glyma.20G085400.Wm82.a4.v1	96	43	57	78
Glyma.20G085450.Wm82.a4.v1	6	0	4	0
Glyma.20G085500.Wm82.a4.v1	636	612	227	395
Glyma.20G085700.Wm82.a4.v1	80	53	30	50
Glyma.20G085800.Wm82.a4.v1	806	766	410	745
Glyma.20G085900.Wm82.a4.v1	131	66	99	156
Glyma.20G086000.Wm82.a4.v1	17	34	2	28
Glyma.20G086200.Wm82.a4.v1	125	75	71	190
Glyma.20G086400.Wm82.a4.v1	0	0	0	1
Glyma.20G086451.Wm82.a4.v1	0	0	0	0
Glyma.20G086700.Wm82.a4.v1	401	566	373	711
Glyma.20G086800.Wm82.a4.v1	0	0	0	0
Glyma.20G087000.Wm82.a4.v1	818	641	378	1018
Glyma.20G087150.Wm82.a4.v1	0	0	0	0
Glyma.20G087200.Wm82.a4.v1	123	141	21	172
Glyma.20G087302.Wm82.a4.v1	0	8	10	11
Glyma.20G087400.Wm82.a4.v1	7	5	0	16
Glyma.20G087600.Wm82.a4.v1	75	133	30	114
Glyma.20G087650.Wm82.a4.v1	0	0	0	0
Glyma.20G087700.Wm82.a4.v1	88	52	27	53
Glyma.20G087900.Wm82.a4.v1	66	20	11	31
Glyma.20G087951.Wm82.a4.v1	0	17	0	0
Glyma.20G088100.Wm82.a4.v1	0	0	0	0
Glyma.20G088200.Wm82.a4.v1	1026	1020	297	466
Glyma.20G088300.Wm82.a4.v1	11	22	8	5
Glyma.20G088500.Wm82.a4.v1	82	48	11	34
